,date,code,capital,money_lock,money_rest,deal_action,deal_price,object_vol,fees,slippage
1925,20200324,STOCK,,0.0,,,,,,
1926,20200324,000906.XSHG,,193499980.0,,hold,,50000.0,,
1927,20200324,INDEX,,193499980.0,,,,,,
1928,20200324,ALL,349192266.57580006,193499980.0,155692286.57580003,,,,,
1929,20200325,CASH,,,155692286.57580003,,,,,
1930,20200325,STOCK,,0.0,,,,,,
1931,20200325,000906.XSHG,,198549350.0,,hold,,50000.0,,
1932,20200325,INDEX,,198549350.0,,,,,,
1933,20200325,ALL,354241636.57580006,198549350.0,155692286.57580003,,,,,
1934,20200326,CASH,,,155692286.57580003,,,,,
1935,20200326,STOCK,,0.0,,,,,,
1936,20200326,000906.XSHG,,197080140.0,,hold,,50000.0,,
1937,20200326,INDEX,,197080140.0,,,,,,
1938,20200326,ALL,352772426.57580006,197080140.0,155692286.57580003,,,,,
1939,20200327,CASH,,,155692286.57580003,,,,,
1940,20200327,STOCK,,0.0,,,,,,
1941,20200327,000906.XSHG,,197281330.0,,hold,,50000.0,,
1942,20200327,INDEX,,197281330.0,,,,,,
1943,20200327,ALL,352973616.57580006,197281330.0,155692286.57580003,,,,,
1944,20200330,CASH,,,155692286.57580003,,,,,
1945,20200330,STOCK,,0.0,,,,,,
1946,20200330,000906.XSHG,,194790765.0,,hold,,50000.0,,
1947,20200330,INDEX,,194790765.0,,,,,,
1948,20200330,ALL,350483051.57580006,194790765.0,155692286.57580003,,,,,
1949,20200331,CASH,,,155692286.57580003,,,,,
1950,20200331,STOCK,,0.0,,,,,,
1951,20200331,000906.XSHG,,195405100.00000003,,hold,,50000.0,,
1952,20200331,INDEX,,195405100.00000003,,,,,,
1953,20200331,ALL,351097386.57580006,195405100.00000003,155692286.57580003,,,,,
1954,20200401,603288.XSHG,,155562960.0,,buy,121.8,1277200.0,124450.368,0.0
1955,20200401,CASH,,,4876.207800030708,,,,,
1956,20200401,603288.XSHG,,155562960.0,,hold,,1277200.0,,
1957,20200401,STOCK,,155562960.0,,,,,,
1958,20200401,000906.XSHG,,194749530.0,,hold,,50000.0,,
1959,20200401,INDEX,,194749530.0,,,,,,
1960,20200401,ALL,350317366.2078001,350312490.0,4876.207800030708,,,,,
1961,20200402,CASH,,,4876.207800030708,,,,,
1962,20200402,603288.XSHG,,158858136.0,,hold,,1277200.0,,
1963,20200402,STOCK,,158858136.0,,,,,,
1964,20200402,000906.XSHG,,198351260.0,,hold,,50000.0,,
1965,20200402,INDEX,,198351260.0,,,,,,
1966,20200402,ALL,357214272.20780003,357209396.0,4876.207800030708,,,,,
1967,20200403,CASH,,,4876.207800030708,,,,,
1968,20200403,603288.XSHG,,163353880.0,,hold,,1277200.0,,
1969,20200403,STOCK,,163353880.0,,,,,,
1970,20200403,000906.XSHG,,197115280.0,,hold,,50000.0,,
1971,20200403,INDEX,,197115280.0,,,,,,
1972,20200403,ALL,360474036.20780003,360469160.0,4876.207800030708,,,,,
1973,20200407,CASH,,,4876.207800030708,,,,,
1974,20200407,603288.XSHG,,170953220.0,,hold,,1277200.0,,
1975,20200407,STOCK,,170953220.0,,,,,,
1976,20200407,000906.XSHG,,202035555.0,,hold,,50000.0,,
1977,20200407,INDEX,,202035555.0,,,,,,
1978,20200407,ALL,372993651.20780003,372988775.0,4876.207800030708,,,,,
1979,20200408,CASH,,,4876.207800030708,,,,,
1980,20200408,603288.XSHG,,162587560.0,,hold,,1277200.0,,
1981,20200408,STOCK,,162587560.0,,,,,,
1982,20200408,000906.XSHG,,201377190.0,,hold,,50000.0,,
1983,20200408,INDEX,,201377190.0,,,,,,
1984,20200408,ALL,363969626.20780003,363964750.0,4876.207800030708,,,,,
1985,20200409,CASH,,,4876.207800030708,,,,,
1986,20200409,603288.XSHG,,162817456.0,,hold,,1277200.0,,
1987,20200409,STOCK,,162817456.0,,,,,,
1988,20200409,000906.XSHG,,202362205.0,,hold,,50000.0,,
1989,20200409,INDEX,,202362205.0,,,,,,
1990,20200409,ALL,365184537.20780003,365179661.0,4876.207800030708,,,,,
1991,20200410,CASH,,,4876.207800030708,,,,,
1992,20200410,603288.XSHG,,161948960.0,,hold,,1277200.0,,
1993,20200410,STOCK,,161948960.0,,,,,,
1994,20200410,000906.XSHG,,200322220.0,,hold,,50000.0,,
1995,20200410,INDEX,,200322220.0,,,,,,
1996,20200410,ALL,362276056.20780003,362271180.0,4876.207800030708,,,,,
1997,20200413,CASH,,,4876.207800030708,,,,,
1998,20200413,603288.XSHG,,162012820.0,,hold,,1277200.0,,
1999,20200413,STOCK,,162012820.0,,,,,,
2000,20200413,000906.XSHG,,199308875.0,,hold,,50000.0,,
2001,20200413,INDEX,,199308875.0,,,,,,
2002,20200413,ALL,361326571.20780003,361321695.0,4876.207800030708,,,,,
2003,20200414,CASH,,,4876.207800030708,,,,,
2004,20200414,603288.XSHG,,164120200.0,,hold,,1277200.0,,
2005,20200414,STOCK,,164120200.0,,,,,,
2006,20200414,000906.XSHG,,203345240.0,,hold,,50000.0,,
2007,20200414,INDEX,,203345240.0,,,,,,
2008,20200414,ALL,367470316.20780003,367465440.0,4876.207800030708,,,,,
2009,20200415,CASH,,,4876.207800030708,,,,,
2010,20200415,603288.XSHG,,159522280.0,,hold,,1277200.0,,
2011,20200415,STOCK,,159522280.0,,,,,,
2012,20200415,000906.XSHG,,202025475.0,,hold,,50000.0,,
2013,20200415,INDEX,,202025475.0,,,,,,
2014,20200415,ALL,361552631.20780003,361547755.0,4876.207800030708,,,,,
2015,20200416,CASH,,,4876.207800030708,,,,,
2016,20200416,603288.XSHG,,160058704.0,,hold,,1277200.0,,
2017,20200416,STOCK,,160058704.0,,,,,,
2018,20200416,000906.XSHG,,202690345.0,,hold,,50000.0,,
2019,20200416,INDEX,,202690345.0,,,,,,
2020,20200416,ALL,362753925.20780003,362749049.0,4876.207800030708,,,,,
2021,20200417,CASH,,,4876.207800030708,,,,,
2022,20200417,603288.XSHG,,160863340.0,,hold,,1277200.0,,
2023,20200417,STOCK,,160863340.0,,,,,,
2024,20200417,000906.XSHG,,204182275.0,,hold,,50000.0,,
2025,20200417,INDEX,,204182275.0,,,,,,
2026,20200417,ALL,365050491.20780003,365045615.0,4876.207800030708,,,,,
2027,20200420,CASH,,,4876.207800030708,,,,,
2028,20200420,603288.XSHG,,159982072.0,,hold,,1277200.0,,
2029,20200420,STOCK,,159982072.0,,,,,,
2030,20200420,000906.XSHG,,205349245.00000003,,hold,,50000.0,,
2031,20200420,INDEX,,205349245.00000003,,,,,,
2032,20200420,ALL,365336193.20780003,365331317.0,4876.207800030708,,,,,
2033,20200421,CASH,,,4876.207800030708,,,,,
2034,20200421,603288.XSHG,,159637228.0,,hold,,1277200.0,,
2035,20200421,STOCK,,159637228.0,,,,,,
2036,20200421,000906.XSHG,,203175515.0,,hold,,50000.0,,
2037,20200421,INDEX,,203175515.0,,,,,,
2038,20200421,ALL,362817619.20780003,362812743.0,4876.207800030708,,,,,
2039,20200422,CASH,,,4876.207800030708,,,,,
2040,20200422,603288.XSHG,,161463624.0,,hold,,1277200.0,,
2041,20200422,STOCK,,161463624.0,,,,,,
2042,20200422,000906.XSHG,,204845190.0,,hold,,50000.0,,
2043,20200422,INDEX,,204845190.0,,,,,,
2044,20200422,ALL,366313690.20780003,366308814.0,4876.207800030708,,,,,
2045,20200423,CASH,,,4876.207800030708,,,,,
2046,20200423,603288.XSHG,,160735620.0,,hold,,1277200.0,,
2047,20200423,STOCK,,160735620.0,,,,,,
2048,20200423,000906.XSHG,,204173985.0,,hold,,50000.0,,
2049,20200423,INDEX,,204173985.0,,,,,,
2050,20200423,ALL,364914481.20780003,364909605.0,4876.207800030708,,,,,
2051,20200424,CASH,,,4876.207800030708,,,,,
2052,20200424,603288.XSHG,,162306576.0,,hold,,1277200.0,,
2053,20200424,STOCK,,162306576.0,,,,,,
2054,20200424,000906.XSHG,,202056255.0,,hold,,50000.0,,
2055,20200424,INDEX,,202056255.0,,,,,,
2056,20200424,ALL,364367707.20780003,364362831.0,4876.207800030708,,,,,
2057,20200427,CASH,,,4876.207800030708,,,,,
2058,20200427,603288.XSHG,,160480180.0,,hold,,1277200.0,,
2059,20200427,STOCK,,160480180.0,,,,,,
2060,20200427,000906.XSHG,,203008120.0,,hold,,50000.0,,
2061,20200427,INDEX,,203008120.0,,,,,,
2062,20200427,ALL,363493176.20780003,363488300.0,4876.207800030708,,,,,
2063,20200428,CASH,,,4876.207800030708,,,,,
2064,20200428,603288.XSHG,,163226160.0,,hold,,1277200.0,,
2065,20200428,STOCK,,163226160.0,,,,,,
2066,20200428,000906.XSHG,,203693410.0,,hold,,50000.0,,
2067,20200428,INDEX,,203693410.0,,,,,,
2068,20200428,ALL,366924446.20780003,366919570.0,4876.207800030708,,,,,
2069,20200429,CASH,,,4876.207800030708,,,,,
2070,20200429,603288.XSHG,,161553028.0,,hold,,1277200.0,,
2071,20200429,STOCK,,161553028.0,,,,,,
2072,20200429,000906.XSHG,,204395720.0,,hold,,50000.0,,
2073,20200429,INDEX,,204395720.0,,,,,,
2074,20200429,ALL,365953624.20780003,365948748.0,4876.207800030708,,,,,
2075,20200430,CASH,,,4876.207800030708,,,,,
2076,20200430,603288.XSHG,,157006196.0,,hold,,1277200.0,,
2077,20200430,STOCK,,157006196.0,,,,,,
2078,20200430,000906.XSHG,,207434425.0,,hold,,50000.0,,
2079,20200430,INDEX,,207434425.0,,,,,,
2080,20200430,ALL,364445497.20780003,364440621.0,4876.207800030708,,,,,
2081,20200506,CASH,,,4876.207800030708,,,,,
2082,20200506,603288.XSHG,,162447068.0,,hold,,1277200.0,,
2083,20200506,STOCK,,162447068.0,,,,,,
2084,20200506,000906.XSHG,,209316930.0,,hold,,50000.0,,
2085,20200506,INDEX,,209316930.0,,,,,,
2086,20200506,ALL,371768874.20780003,371763998.0,4876.207800030708,,,,,
2087,20200507,CASH,,,1660127.407800031,,,,,
2088,20200507,603288.XSHG,,165080654.39999998,,hold,,1532640.0,,
2089,20200507,STOCK,,165080654.39999998,,,,,,
2090,20200507,000906.XSHG,,208810905.0,,hold,,50000.0,,
2091,20200507,INDEX,,208810905.0,,,,,,
2092,20200507,ALL,375551686.8078,373891559.4,1660127.407800031,,,,,
2093,20200508,CASH,,,1660127.407800031,,,,,
2094,20200508,603288.XSHG,,166628620.8,,hold,,1532640.0,,
2095,20200508,STOCK,,166628620.8,,,,,,
2096,20200508,000906.XSHG,,210950410.0,,hold,,50000.0,,
2097,20200508,INDEX,,210950410.0,,,,,,
2098,20200508,ALL,379239158.20780003,377579030.8,1660127.407800031,,,,,
2099,20200511,CASH,,,1660127.407800031,,,,,
2100,20200511,603288.XSHG,,164513577.6,,hold,,1532640.0,,
2101,20200511,STOCK,,164513577.6,,,,,,
2102,20200511,000906.XSHG,,210702445.0,,hold,,50000.0,,
2103,20200511,INDEX,,210702445.0,,,,,,
2104,20200511,ALL,376876150.00780004,375216022.6,1660127.407800031,,,,,
2105,20200512,CASH,,,1660127.407800031,,,,,
2106,20200512,603288.XSHG,,172376020.8,,hold,,1532640.0,,
2107,20200512,STOCK,,172376020.8,,,,,,
2108,20200512,000906.XSHG,,210861614.99999997,,hold,,50000.0,,
2109,20200512,INDEX,,210861614.99999997,,,,,,
2110,20200512,ALL,384897763.2078,383237635.79999995,1660127.407800031,,,,,
2111,20200513,CASH,,,1660127.407800031,,,,,
2112,20200513,603288.XSHG,,173464195.20000002,,hold,,1532640.0,,
2113,20200513,STOCK,,173464195.20000002,,,,,,
2114,20200513,000906.XSHG,,211410425.0,,hold,,50000.0,,
2115,20200513,INDEX,,211410425.0,,,,,,
2116,20200513,ALL,386534747.60780007,384874620.20000005,1660127.407800031,,,,,
2117,20200514,CASH,,,1660127.407800031,,,,,
2118,20200514,603288.XSHG,,169080844.79999998,,hold,,1532640.0,,
2119,20200514,STOCK,,169080844.79999998,,,,,,
2120,20200514,000906.XSHG,,209222470.00000003,,hold,,50000.0,,
2121,20200514,INDEX,,209222470.00000003,,,,,,
2122,20200514,ALL,379963442.20780003,378303314.8,1660127.407800031,,,,,
2123,20200515,CASH,,,1660127.407800031,,,,,
2124,20200515,603288.XSHG,,169203456.0,,hold,,1532640.0,,
2125,20200515,STOCK,,169203456.0,,,,,,
2126,20200515,000906.XSHG,,208929220.0,,hold,,50000.0,,
2127,20200515,INDEX,,208929220.0,,,,,,
2128,20200515,ALL,379792803.4078,378132676.0,1660127.407800031,,,,,
2129,20200518,CASH,,,1660127.407800031,,,,,
2130,20200518,603288.XSHG,,172881792.0,,hold,,1532640.0,,
2131,20200518,STOCK,,172881792.0,,,,,,
2132,20200518,000906.XSHG,,209050815.0,,hold,,50000.0,,
2133,20200518,INDEX,,209050815.0,,,,,,
2134,20200518,ALL,383592734.4078,381932607.0,1660127.407800031,,,,,
2135,20200519,CASH,,,1660127.407800031,,,,,
2136,20200519,603288.XSHG,,175012161.6,,hold,,1532640.0,,
2137,20200519,STOCK,,175012161.6,,,,,,
2138,20200519,000906.XSHG,,211044140.00000003,,hold,,50000.0,,
2139,20200519,INDEX,,211044140.00000003,,,,,,
2140,20200519,ALL,387716429.00780004,386056301.6,1660127.407800031,,,,,
2141,20200520,CASH,,,1660127.407800031,,,,,
2142,20200520,603288.XSHG,,174996835.20000002,,hold,,1532640.0,,
2143,20200520,STOCK,,174996835.20000002,,,,,,
2144,20200520,000906.XSHG,,209645995.0,,hold,,50000.0,,
2145,20200520,INDEX,,209645995.0,,,,,,
2146,20200520,ALL,386302957.60780007,384642830.20000005,1660127.407800031,,,,,
2147,20200521,CASH,,,1660127.407800031,,,,,
2148,20200521,603288.XSHG,,180989457.6,,hold,,1532640.0,,
2149,20200521,STOCK,,180989457.6,,,,,,
2150,20200521,000906.XSHG,,208180335.0,,hold,,50000.0,,
2151,20200521,INDEX,,208180335.0,,,,,,
2152,20200521,ALL,390829920.00780004,389169792.6,1660127.407800031,,,,,
2153,20200522,CASH,,,1660127.407800031,,,,,
2154,20200522,603288.XSHG,,173678764.79999998,,hold,,1532640.0,,
2155,20200522,STOCK,,173678764.79999998,,,,,,
2156,20200522,000906.XSHG,,203662315.0,,hold,,50000.0,,
2157,20200522,INDEX,,203662315.0,,,,,,
2158,20200522,ALL,379001207.2078,377341079.79999995,1660127.407800031,,,,,
2159,20200525,CASH,,,1660127.407800031,,,,,
2160,20200525,603288.XSHG,,177755587.20000002,,hold,,1532640.0,,
2161,20200525,STOCK,,177755587.20000002,,,,,,
2162,20200525,000906.XSHG,,203759835.0,,hold,,50000.0,,
2163,20200525,INDEX,,203759835.0,,,,,,
2164,20200525,ALL,383175549.60780007,381515422.20000005,1660127.407800031,,,,,
2165,20200526,CASH,,,1660127.407800031,,,,,
2166,20200526,603288.XSHG,,178414622.4,,hold,,1532640.0,,
2167,20200526,STOCK,,178414622.4,,,,,,
2168,20200526,000906.XSHG,,206488775.0,,hold,,50000.0,,
2169,20200526,INDEX,,206488775.0,,,,,,
2170,20200526,ALL,386563524.8078,384903397.4,1660127.407800031,,,,,
2171,20200527,CASH,,,1660127.407800031,,,,,
2172,20200527,603288.XSHG,,175257384.0,,hold,,1532640.0,,
2173,20200527,STOCK,,175257384.0,,,,,,
2174,20200527,000906.XSHG,,204918385.0,,hold,,50000.0,,
2175,20200527,INDEX,,204918385.0,,,,,,
2176,20200527,ALL,381835896.4078,380175769.0,1660127.407800031,,,,,
2177,20200528,CASH,,,1660127.407800031,,,,,
2178,20200528,603288.XSHG,,174199862.4,,hold,,1532640.0,,
2179,20200528,STOCK,,174199862.4,,,,,,
2180,20200528,000906.XSHG,,205276980.0,,hold,,50000.0,,
2181,20200528,INDEX,,205276980.0,,,,,,
2182,20200528,ALL,381136969.8078,379476842.4,1660127.407800031,,,,,
2183,20200529,CASH,,,1660127.407800031,,,,,
2184,20200529,603288.XSHG,,176100336.0,,hold,,1532640.0,,
2185,20200529,STOCK,,176100336.0,,,,,,
2186,20200529,000906.XSHG,,206126185.0,,hold,,50000.0,,
2187,20200529,INDEX,,206126185.0,,,,,,
2188,20200529,ALL,383886648.4078,382226521.0,1660127.407800031,,,,,
2189,20200601,CASH,,,1660127.407800031,,,,,
2190,20200601,603288.XSHG,,178460601.6,,hold,,1532640.0,,
2191,20200601,STOCK,,178460601.6,,,,,,
2192,20200601,000906.XSHG,,211853350.0,,hold,,50000.0,,
2193,20200601,INDEX,,211853350.0,,,,,,
2194,20200601,ALL,391974079.00780004,390313951.6,1660127.407800031,,,,,
2195,20200602,CASH,,,1660127.407800031,,,,,
2196,20200602,603288.XSHG,,176008377.6,,hold,,1532640.0,,
2197,20200602,STOCK,,176008377.6,,,,,,
2198,20200602,000906.XSHG,,212311119.99999997,,hold,,50000.0,,
2199,20200602,INDEX,,212311119.99999997,,,,,,
2200,20200602,ALL,389979625.0078,388319497.59999996,1660127.407800031,,,,,
2201,20200603,CASH,,,1660127.407800031,,,,,
2202,20200603,603288.XSHG,,175242057.6,,hold,,1532640.0,,
2203,20200603,STOCK,,175242057.6,,,,,,
2204,20200603,000906.XSHG,,212370865.0,,hold,,50000.0,,
2205,20200603,INDEX,,212370865.0,,,,,,
2206,20200603,ALL,389273050.00780004,387612922.6,1660127.407800031,,,,,
2207,20200604,CASH,,,1660127.407800031,,,,,
2208,20200604,603288.XSHG,,175548585.60000002,,hold,,1532640.0,,
2209,20200604,STOCK,,175548585.60000002,,,,,,
2210,20200604,000906.XSHG,,212355405.00000003,,hold,,50000.0,,
2211,20200604,INDEX,,212355405.00000003,,,,,,
2212,20200604,ALL,389564118.00780004,387903990.6,1660127.407800031,,,,,
2213,20200605,CASH,,,1660127.407800031,,,,,
2214,20200605,603288.XSHG,,176820676.8,,hold,,1532640.0,,
2215,20200605,STOCK,,176820676.8,,,,,,
2216,20200605,000906.XSHG,,213198350.00000006,,hold,,50000.0,,
2217,20200605,INDEX,,213198350.00000006,,,,,,
2218,20200605,ALL,391679154.2078001,390019026.8000001,1660127.407800031,,,,,
2219,20200608,CASH,,,1660127.407800031,,,,,
2220,20200608,603288.XSHG,,173494848.0,,hold,,1532640.0,,
2221,20200608,STOCK,,173494848.0,,,,,,
2222,20200608,000906.XSHG,,213925484.99999997,,hold,,50000.0,,
2223,20200608,INDEX,,213925484.99999997,,,,,,
2224,20200608,ALL,389080460.4078,387420333.0,1660127.407800031,,,,,
2225,20200609,CASH,,,1660127.407800031,,,,,
2226,20200609,603288.XSHG,,174521716.8,,hold,,1532640.0,,
2227,20200609,STOCK,,174521716.8,,,,,,
2228,20200609,000906.XSHG,,215262215.0,,hold,,50000.0,,
2229,20200609,INDEX,,215262215.0,,,,,,
2230,20200609,ALL,391444059.20780003,389783931.8,1660127.407800031,,,,,
2231,20200610,CASH,,,1660127.407800031,,,,,
2232,20200610,603288.XSHG,,174904876.8,,hold,,1532640.0,,
2233,20200610,STOCK,,174904876.8,,,,,,
2234,20200610,000906.XSHG,,215017350.0,,hold,,50000.0,,
2235,20200610,INDEX,,215017350.0,,,,,,
2236,20200610,ALL,391582354.20780003,389922226.8,1660127.407800031,,,,,
2237,20200611,CASH,,,1660127.407800031,,,,,
2238,20200611,603288.XSHG,,174215188.8,,hold,,1532640.0,,
2239,20200611,STOCK,,174215188.8,,,,,,
2240,20200611,000906.XSHG,,213020020.00000003,,hold,,50000.0,,
2241,20200611,INDEX,,213020020.00000003,,,,,,
2242,20200611,ALL,388895336.2078001,387235208.8000001,1660127.407800031,,,,,
2243,20200612,CASH,,,1660127.407800031,,,,,
2244,20200612,603288.XSHG,,176406864.0,,hold,,1532640.0,,
2245,20200612,STOCK,,176406864.0,,,,,,
2246,20200612,000906.XSHG,,213329720.0,,hold,,50000.0,,
2247,20200612,INDEX,,213329720.0,,,,,,
2248,20200612,ALL,391396711.4078,389736584.0,1660127.407800031,,,,,
2249,20200615,CASH,,,1660127.407800031,,,,,
2250,20200615,603288.XSHG,,174736286.4,,hold,,1532640.0,,
2251,20200615,STOCK,,174736286.4,,,,,,
2252,20200615,000906.XSHG,,211392479.99999997,,hold,,50000.0,,
2253,20200615,INDEX,,211392479.99999997,,,,,,
2254,20200615,ALL,387788893.8078,386128766.4,1660127.407800031,,,,,
2255,20200616,CASH,,,1660127.407800031,,,,,
2256,20200616,603288.XSHG,,178123420.8,,hold,,1532640.0,,
2257,20200616,STOCK,,178123420.8,,,,,,
2258,20200616,000906.XSHG,,214769875.0,,hold,,50000.0,,
2259,20200616,INDEX,,214769875.0,,,,,,
2260,20200616,ALL,394553423.20780003,392893295.8,1660127.407800031,,,,,
2261,20200617,CASH,,,1660127.407800031,,,,,
2262,20200617,603288.XSHG,,177556344.0,,hold,,1532640.0,,
2263,20200617,STOCK,,177556344.0,,,,,,
2264,20200617,000906.XSHG,,215269635.00000003,,hold,,50000.0,,
2265,20200617,INDEX,,215269635.00000003,,,,,,
2266,20200617,ALL,394486106.4078,392825979.0,1660127.407800031,,,,,
2267,20200618,CASH,,,1660127.407800031,,,,,
2268,20200618,603288.XSHG,,178751803.2,,hold,,1532640.0,,
2269,20200618,STOCK,,178751803.2,,,,,,
2270,20200618,000906.XSHG,,216334724.99999997,,hold,,50000.0,,
2271,20200618,INDEX,,216334724.99999997,,,,,,
2272,20200618,ALL,396746655.60779995,395086528.1999999,1660127.407800031,,,,,
2273,20200619,CASH,,,1660127.407800031,,,,,
2274,20200619,603288.XSHG,,182981889.6,,hold,,1532640.0,,
2275,20200619,STOCK,,182981889.6,,,,,,
2276,20200619,000906.XSHG,,219011535.0,,hold,,50000.0,,
2277,20200619,INDEX,,219011535.0,,,,,,
2278,20200619,ALL,403653552.00780004,401993424.6,1660127.407800031,,,,,
2279,20200622,CASH,,,1660127.407800031,,,,,
2280,20200622,603288.XSHG,,180682929.6,,hold,,1532640.0,,
2281,20200622,STOCK,,180682929.6,,,,,,
2282,20200622,000906.XSHG,,219115929.99999997,,hold,,50000.0,,
2283,20200622,INDEX,,219115929.99999997,,,,,,
2284,20200622,ALL,401458987.0078,399798859.59999996,1660127.407800031,,,,,
2285,20200623,CASH,,,1660127.407800031,,,,,
2286,20200623,603288.XSHG,,185909232.0,,hold,,1532640.0,,
2287,20200623,STOCK,,185909232.0,,,,,,
2288,20200623,000906.XSHG,,220099780.0,,hold,,50000.0,,
2289,20200623,INDEX,,220099780.0,,,,,,
2290,20200623,ALL,407669139.4078,406009012.0,1660127.407800031,,,,,
2291,20200624,CASH,,,1660127.407800031,,,,,
2292,20200624,603288.XSHG,,189740832.0,,hold,,1532640.0,,
2293,20200624,STOCK,,189740832.0,,,,,,
2294,20200624,000906.XSHG,,220645445.00000003,,hold,,50000.0,,
2295,20200624,INDEX,,220645445.00000003,,,,,,
2296,20200624,ALL,412046404.4078,410386277.0,1660127.407800031,,,,,
2297,20200629,CASH,,,1660127.407800031,,,,,
2298,20200629,603288.XSHG,,191043576.0,,hold,,1532640.0,,
2299,20200629,STOCK,,191043576.0,,,,,,
2300,20200629,000906.XSHG,,219219880.0,,hold,,50000.0,,
2301,20200629,INDEX,,219219880.0,,,,,,
2302,20200629,ALL,411923583.4078,410263456.0,1660127.407800031,,,,,
2303,20200630,CASH,,,1660127.407800031,,,,,
2304,20200630,603288.XSHG,,190660416.0,,hold,,1532640.0,,
2305,20200630,STOCK,,190660416.0,,,,,,
2306,20200630,000906.XSHG,,222358250.0,,hold,,50000.0,,
2307,20200630,INDEX,,222358250.0,,,,,,
2308,20200630,ALL,414678793.4078,413018666.0,1660127.407800031,,,,,
